Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
1865,18.650000,-0.380721,1.029695,1.087113,-0.378961,1.166631,1.047287,-0.265213,0.948204,1.080749
1866,18.660000,-0.382216,1.029627,1.086663,-0.379609,1.166621,1.047159,-0.264963,0.950350,1.080648
1867,18.670000,-0.382947,1.029544,1.086446,-0.380151,1.166580,1.047060,-0.263249,0.954148,1.080695
1868,18.680000,-0.383649,1.029481,1.086209,-0.380733,1.166532,1.046927,-0.261259,0.957231,1.080717
1869,18.690000,-0.384286,1.029373,1.086000,-0.381336,1.166485,1.046813,-0.260682,0.960038,1.080391
1870,18.700000,-0.384770,1.029277,1.085740,-0.381892,1.166437,1.046692,-0.260095,0.962959,1.080209
1871,18.710000,-0.385302,1.029210,1.085549,-0.382615,1.166416,1.046522,-0.259666,0.965520,1.079983
1872,18.720000,-0.385925,1.029155,1.085293,-0.383334,1.166423,1.046399,-0.259191,0.968494,1.079839
1873,18.730000,-0.388091,1.029284,1.084695,-0.383788,1.166396,1.046294,-0.260017,0.970949,1.079442
1874,18.740000,-0.388821,1.029231,1.084479,-0.384235,1.166411,1.046202,-0.259726,0.973880,1.079368
1875,18.750000,-0.388510,1.028990,1.084485,-0.384570,1.166391,1.046157,-0.259857,0.976782,1.079278
1876,18.760000,-0.389027,1.029015,1.084429,-0.384961,1.166407,1.046098,-0.259358,0.979760,1.079020
1877,18.770000,-0.389500,1.029007,1.084354,-0.385316,1.166414,1.046069,-0.259269,0.982802,1.078949
1878,18.780000,-0.389950,1.029027,1.084321,-0.385710,1.166456,1.046068,-0.259274,0.985800,1.078987
1879,18.790000,-0.390356,1.029040,1.084299,-0.386070,1.166504,1.046067,-0.259103,0.988751,1.078852
1880,18.800000,-0.390741,1.029123,1.084354,-0.386349,1.166594,1.046113,-0.259029,0.991579,1.078834
1881,18.810000,-0.391054,1.029225,1.084396,-0.386708,1.166700,1.046124,-0.259007,0.994668,1.078849
1882,18.820000,-0.391318,1.029388,1.084478,-0.387112,1.166878,1.046146,-0.258808,0.997701,1.078858
1883,18.830000,-0.393357,1.029898,1.084234,-0.387346,1.167070,1.046197,-0.259058,1.000602,1.079030
1884,18.840000,-0.393721,1.030129,1.084340,-0.387690,1.167299,1.046226,-0.259076,1.003467,1.079062
1885,18.850000,-0.394063,1.030392,1.084470,-0.387872,1.167506,1.046242,-0.259257,1.006262,1.079213
1886,18.860000,-0.394447,1.030671,1.084612,-0.388340,1.167799,1.046317,-0.259575,1.009091,1.079483
1887,18.870000,-0.394819,1.030986,1.084774,-0.388630,1.168084,1.046371,-0.259783,1.011838,1.079548
1888,18.880000,-0.395149,1.031307,1.084946,-0.388933,1.168399,1.046399,-0.260037,1.014573,1.079753
1889,18.890000,-0.395400,1.031680,1.085104,-0.389224,1.168733,1.046424,-0.260234,1.017438,1.080057
1890,18.900000,-0.395671,1.032086,1.085243,-0.389565,1.169140,1.046458,-0.260515,1.020237,1.080247
1891,18.910000,-0.396064,1.032627,1.085485,-0.389935,1.169578,1.046478,-0.260932,1.022929,1.080514
1892,18.920000,-0.396414,1.033219,1.085679,-0.390303,1.170066,1.046481,-0.261408,1.025656,1.080682
1893,18.930000,-0.396964,1.033954,1.085872,-0.390386,1.170593,1.046493,-0.260887,1.029104,1.079553
1894,18.940000,-0.397377,1.034567,1.086092,-0.390523,1.171110,1.046532,-0.261566,1.031594,1.079734
1895,18.950000,-0.397578,1.035055,1.086389,-0.391031,1.171745,1.046491,-0.261709,1.033891,1.079719
1896,18.960000,-0.398458,1.035863,1.086474,-0.391340,1.172272,1.046500,-0.262586,1.036021,1.079873
1897,18.970000,-0.399023,1.036479,1.086662,-0.391654,1.172834,1.046530,-0.263563,1.037931,1.079538
1898,18.980000,-0.399623,1.037190,1.086795,-0.392124,1.173402,1.046498,-0.264093,1.039267,1.078873
1899,18.990000,-0.400354,1.038058,1.086859,-0.392767,1.174047,1.046564,-0.265382,1.041162,1.078752
1900,19.000000,-0.401085,1.038773,1.087041,-0.393420,1.174607,1.046505,-0.266149,1.042567,1.078944
1901,19.010000,-0.402022,1.039670,1.087552,-0.394100,1.175066,1.046438,-0.266794,1.044068,1.079203
1902,19.020000,-0.402426,1.039443,1.086619,-0.394661,1.175466,1.046388,-0.267449,1.045584,1.079482
1903,19.030000,-0.403108,1.039853,1.086679,-0.395226,1.175848,1.046355,-0.268118,1.046742,1.079729
1904,19.040000,-0.403802,1.040205,1.086741,-0.395889,1.176194,1.046379,-0.268820,1.047928,1.080049
1905,19.050000,-0.404477,1.040550,1.086834,-0.396592,1.176519,1.046375,-0.269574,1.048989,1.080343
1906,19.060000,-0.405154,1.040869,1.086926,-0.397390,1.176765,1.046260,-0.270363,1.050063,1.080765
1907,19.070000,-0.405813,1.041163,1.087046,-0.398065,1.177005,1.046279,-0.270958,1.050972,1.081093
1908,19.080000,-0.406432,1.041440,1.087180,-0.398760,1.177252,1.046273,-0.271526,1.051753,1.081398
1909,19.090000,-0.406910,1.041673,1.087319,-0.399373,1.177503,1.046360,-0.272004,1.052433,1.081682
1910,19.100000,-0.407349,1.041891,1.087460,-0.399906,1.177718,1.046438,-0.272467,1.053045,1.081944
1911,19.110000,-0.407737,1.042113,1.087589,-0.400345,1.177923,1.046480,-0.272714,1.053507,1.082192
1912,19.120000,-0.408126,1.042341,1.087717,-0.400814,1.178130,1.046485,-0.273185,1.054000,1.082464
1913,19.130000,-0.408444,1.042552,1.087884,-0.401163,1.178303,1.046579,-0.273458,1.054361,1.082718
1914,19.140000,-0.408729,1.042741,1.088048,-0.401527,1.178479,1.046661,-0.273725,1.054668,1.082996
1915,19.150000,-0.408930,1.042885,1.088216,-0.401832,1.178609,1.046769,-0.273916,1.054864,1.083243
1916,19.160000,-0.409098,1.043005,1.088452,-0.402073,1.178681,1.046872,-0.274161,1.054954,1.083555
1917,19.170000,-0.409220,1.043059,1.088579,-0.402261,1.178708,1.046965,-0.274260,1.054890,1.083802
1918,19.180000,-0.409310,1.043062,1.088724,-0.402394,1.178691,1.047106,-0.274266,1.054652,1.083964
1919,19.190000,-0.409319,1.043026,1.088884,-0.402406,1.178618,1.047277,-0.274380,1.054245,1.084278
1920,19.200000,-0.409290,1.042945,1.089030,-0.402413,1.178553,1.047458,-0.274305,1.053758,1.084408
1921,19.210000,-0.409164,1.042822,1.089213,-0.402328,1.178434,1.047572,-0.274130,1.053046,1.084523
1922,19.220000,-0.409046,1.042680,1.089379,-0.402200,1.178289,1.047739,-0.274071,1.052413,1.084663
1923,19.230000,-0.408952,1.042538,1.089501,-0.402034,1.178100,1.047842,-0.273802,1.051639,1.084711
1924,19.240000,-0.408868,1.042405,1.089598,-0.401923,1.177960,1.047945,-0.273869,1.050954,1.084710
1925,19.250000,-0.408829,1.042251,1.089654,-0.401727,1.177769,1.048066,-0.273194,1.049831,1.084402
1926,19.260000,-0.408786,1.042052,1.089702,-0.401556,1.177572,1.048193,-0.272931,1.048660,1.084306
1927,19.270000,-0.408780,1.041826,1.089712,-0.401310,1.177340,1.048284,-0.272956,1.047545,1.084345
1928,19.280000,-0.408239,1.042184,1.091286,-0.401120,1.177149,1.048363,-0.272823,1.046338,1.084147
1929,19.290000,-0.408027,1.041721,1.091326,-0.400756,1.176943,1.048519,-0.272687,1.045049,1.084033
1930,19.300000,-0.408027,1.041416,1.091239,-0.400386,1.176698,1.048663,-0.272832,1.043959,1.084030
1931,19.310000,-0.408041,1.041066,1.090989,-0.400010,1.176448,1.048800,-0.273035,1.042815,1.084063
1932,19.320000,-0.407991,1.040635,1.090680,-0.399565,1.176167,1.048973,-0.273285,1.041888,1.084118
1933,19.330000,-0.408273,1.040300,1.090097,-0.399158,1.175876,1.049029,-0.272717,1.040668,1.083769
1934,19.340000,-0.407526,1.039096,1.089676,-0.398600,1.175226,1.049013,-0.271857,1.037821,1.085428
1935,19.350000,-0.407382,1.038807,1.089614,-0.398408,1.175059,1.049038,-0.270996,1.037233,1.085750
1936,19.360000,-0.407540,1.038963,1.089730,-0.398317,1.175073,1.049138,-0.271108,1.037249,1.085302
1937,19.370000,-0.407396,1.038650,1.089668,-0.397961,1.174783,1.049271,-0.272194,1.035610,1.085423
1938,19.380000,-0.407245,1.038368,1.089598,-0.397507,1.174534,1.049423,-0.271807,1.034027,1.085411
1939,19.390000,-0.406792,1.037955,1.089615,-0.396970,1.174268,1.049563,-0.271439,1.032766,1.085309
1940,19.400000,-0.406569,1.037679,1.089575,-0.396460,1.174042,1.049677,-0.271279,1.031326,1.085400
1941,19.410000,-0.406421,1.037489,1.089539,-0.395902,1.173873,1.049809,-0.272000,1.028901,1.086218
1942,19.420000,-0.406216,1.037314,1.089542,-0.395312,1.173690,1.049837,-0.270492,1.027361,1.085927
1943,19.430000,-0.405971,1.037175,1.089599,-0.394889,1.173537,1.049904,-0.270316,1.025926,1.085834
1944,19.440000,-0.405712,1.037061,1.089659,-0.394392,1.173416,1.049979,-0.271631,1.024511,1.085890
1945,19.450000,-0.405468,1.036985,1.089728,-0.393883,1.173300,1.050067,-0.269957,1.023009,1.085753
1946,19.460000,-0.405175,1.036953,1.089796,-0.393350,1.173241,1.050119,-0.269580,1.021270,1.085741
1947,19.470000,-0.404829,1.036952,1.089910,-0.392757,1.173219,1.050237,-0.269241,1.019608,1.085724
1948,19.480000,-0.404500,1.036953,1.090008,-0.392123,1.173184,1.050333,-0.269030,1.017768,1.085696
1949,19.490000,-0.404051,1.036968,1.090141,-0.391301,1.173132,1.050478,-0.268636,1.015840,1.085710
1950,19.500000,-0.403535,1.036953,1.090223,-0.390604,1.173107,1.050598,-0.268383,1.013950,1.085673
1951,19.510000,-0.403047,1.036950,1.090319,-0.389964,1.173087,1.050697,-0.267937,1.011848,1.085688
1952,19.520000,-0.402478,1.036985,1.090403,-0.389275,1.173076,1.050782,-0.267664,1.009880,1.085722
1953,19.530000,-0.401895,1.037004,1.090487,-0.388450,1.173087,1.050827,-0.267330,1.007787,1.085613
1954,19.540000,-0.399639,1.036754,1.090926,-0.387477,1.173076,1.050881,-0.267029,1.005829,1.085598
1955,19.550000,-0.399031,1.036814,1.090997,-0.386651,1.173090,1.050951,-0.266573,1.004021,1.085389
1956,19.560000,-0.398489,1.036890,1.091028,-0.385974,1.173142,1.050986,-0.266328,1.001877,1.085350
1957,19.570000,-0.397831,1.036973,1.091113,-0.385264,1.173259,1.051025,-0.266028,1.000059,1.085292
1958,19.580000,-0.397201,1.037034,1.091170,-0.384537,1.173358,1.051058,-0.266961,0.998039,1.085453
1959,19.590000,-0.396597,1.037109,1.091241,-0.383883,1.173409,1.051063,-0.266756,0.996108,1.085422
1960,19.600000,-0.396891,1.037480,1.091233,-0.383366,1.173470,1.051051,-0.266531,0.993816,1.085540
1961,19.610000,-0.394487,1.037329,1.091770,-0.382481,1.173513,1.051076,-0.266261,0.991709,1.085605
1962,19.620000,-0.393716,1.037365,1.091978,-0.381492,1.173512,1.051151,-0.266223,0.989311,1.085616
1963,19.630000,-0.393030,1.037376,1.092160,-0.380581,1.173464,1.051235,-0.265983,0.987272,1.085606
1964,19.640000,-0.392312,1.037344,1.092313,-0.379735,1.173391,1.051373,-0.265929,0.984941,1.085510
1965,19.650000,-0.391615,1.037333,1.092434,-0.379052,1.173350,1.051509,-0.265793,0.982862,1.085361
1966,19.660000,-0.390895,1.037313,1.092545,-0.378096,1.173272,1.051597,-0.265883,0.980751,1.085287
1967,19.670000,-0.390095,1.037283,1.092655,-0.376990,1.173170,1.051699,-0.265722,0.978615,1.085332
1968,19.680000,-0.388610,1.037280,1.093002,-0.376030,1.173103,1.051739,-0.265603,0.976601,1.085268
1969,19.690000,-0.387894,1.037334,1.093143,-0.375190,1.173082,1.051756,-0.265489,0.974397,1.085300
1970,19.700000,-0.387076,1.037219,1.093167,-0.374444,1.173081,1.051764,-0.265665,0.972346,1.085216
1971,19.710000,-0.386461,1.037166,1.093238,-0.373678,1.173040,1.051823,-0.265767,0.970007,1.085089
1972,19.720000,-0.385839,1.037135,1.093296,-0.372743,1.172984,1.051868,-0.265661,0.967565,1.084812
1973,19.730000,-0.385201,1.037059,1.093310,-0.371784,1.172886,1.051901,-0.265760,0.964988,1.084664
1974,19.740000,-0.384578,1.036953,1.093278,-0.371052,1.172757,1.051962,-0.265943,0.962707,1.084615
1975,19.750000,-0.383986,1.036811,1.093244,-0.370345,1.172608,1.051961,-0.266221,0.960632,1.084784
1976,19.760000,-0.383358,1.036699,1.093269,-0.369598,1.172460,1.051961,-0.266657,0.958029,1.084254
1977,19.770000,-0.382228,1.036408,1.093314,-0.368941,1.172325,1.051955,-0.267381,0.956301,1.084275
1978,19.780000,-0.381512,1.036484,1.093568,-0.368179,1.172219,1.051976,-0.267542,0.954703,1.084242
1979,19.790000,-0.380959,1.036391,1.093606,-0.367381,1.172096,1.051982,-0.268064,0.952949,1.084248
1980,19.800000,-0.380469,1.036338,1.093640,-0.366518,1.171981,1.052015,-0.268841,0.951235,1.084223
1981,19.810000,-0.379948,1.036249,1.093764,-0.365856,1.171856,1.052089,-0.269799,0.949553,1.084404
1982,19.820000,-0.379452,1.036150,1.093814,-0.365173,1.171753,1.052159,-0.270627,0.947693,1.084383
1983,19.830000,-0.378974,1.036068,1.093845,-0.364549,1.171637,1.052232,-0.271573,0.945925,1.084172
1984,19.840000,-0.378553,1.035994,1.093896,-0.363864,1.171547,1.052275,-0.272166,0.944247,1.084101
1985,19.850000,-0.378062,1.035945,1.093920,-0.363302,1.171498,1.052310,-0.273093,0.942372,1.084193
1986,19.860000,-0.377286,1.035882,1.094007,-0.362700,1.171437,1.052372,-0.273686,0.940492,1.084127
1987,19.870000,-0.376490,1.035759,1.094029,-0.362076,1.171414,1.052438,-0.274625,0.938737,1.084154
1988,19.880000,-0.375926,1.035740,1.094099,-0.361397,1.171339,1.052451,-0.275422,0.936835,1.084049
1989,19.890000,-0.375281,1.035740,1.094187,-0.360626,1.171280,1.052543,-0.276108,0.935084,1.083855
1990,19.900000,-0.374426,1.035633,1.094221,-0.359813,1.171153,1.052566,-0.276939,0.933219,1.083730
1991,19.910000,-0.373498,1.035502,1.094332,-0.358990,1.171048,1.052571,-0.277571,0.931534,1.083683
1992,19.920000,-0.372900,1.035391,1.094303,-0.358031,1.170891,1.052599,-0.278185,0.929932,1.083480
1993,19.930000,-0.372254,1.035277,1.094283,-0.357139,1.170774,1.052568,-0.278818,0.928285,1.083248
1994,19.940000,-0.371526,1.035180,1.094238,-0.356430,1.170645,1.052529,-0.279454,0.926771,1.083105
1995,19.950000,-0.370678,1.035106,1.094254,-0.355583,1.170486,1.052507,-0.280184,0.925162,1.082924
1996,19.960000,-0.369842,1.034980,1.094219,-0.354830,1.170359,1.052485,-0.281001,0.923617,1.082695
1997,19.970000,-0.369036,1.034833,1.094193,-0.354030,1.170237,1.052432,-0.281808,0.921972,1.082595
1998,19.980000,-0.368287,1.034704,1.094129,-0.353140,1.170143,1.052407,-0.282559,0.920366,1.082398
1999,19.990000,-0.367130,1.034523,1.094059,-0.352230,1.170006,1.052385,-0.283572,0.918654,1.082399
2000,20.000000,-0.364526,1.034037,1.093488,-0.351408,1.169878,1.052325,-0.284420,0.917111,1.082284
2001,20.010000,-0.362924,1.033693,1.093345,-0.350650,1.169701,1.052221,-0.285409,0.915582,1.082231
2002,20.020000,-0.362342,1.033502,1.093122,-0.349902,1.169524,1.052101,-0.286239,0.914002,1.082104
2003,20.030000,-0.361410,1.033266,1.092795,-0.349197,1.169328,1.051938,-0.287053,0.912563,1.081967
2004,20.040000,-0.360582,1.033038,1.092504,-0.348561,1.169180,1.051814,-0.288000,0.911168,1.081887
2005,20.050000,-0.359942,1.032897,1.092371,-0.347837,1.169020,1.051662,-0.289091,0.909621,1.081702
2006,20.060000,-0.359240,1.032723,1.092198,-0.347050,1.168828,1.051562,-0.290031,0.908083,1.081577
2007,20.070000,-0.358428,1.032469,1.091956,-0.346267,1.168643,1.051471,-0.291154,0.906667,1.081182
2008,20.080000,-0.357308,1.032127,1.091580,-0.345417,1.168424,1.051376,-0.292300,0.905180,1.080930
2009,20.090000,-0.356301,1.031839,1.091193,-0.344688,1.168224,1.051242,-0.293274,0.903696,1.080640
2010,20.100000,-0.355248,1.031580,1.090836,-0.343910,1.168015,1.051077,-0.294452,0.902251,1.080350
2011,20.110000,-0.354310,1.031295,1.090544,-0.343101,1.167784,1.050853,-0.295471,0.900815,1.079806
2012,20.120000,-0.353305,1.031030,1.090238,-0.342404,1.167582,1.050644,-0.296498,0.899391,1.079651
2013,20.130000,-0.352306,1.030694,1.089856,-0.341751,1.167362,1.050438,-0.297547,0.897995,1.079253
2014,20.140000,-0.351267,1.030398,1.089492,-0.341088,1.167097,1.050211,-0.298746,0.896809,1.079043
2015,20.150000,-0.350405,1.030079,1.089041,-0.340418,1.166862,1.050021,-0.299900,0.895532,1.078580
2016,20.160000,-0.349414,1.029701,1.088424,-0.339854,1.166656,1.049825,-0.301097,0.894280,1.078233
2017,20.170000,-0.348855,1.029473,1.088199,-0.339190,1.166403,1.049642,-0.302345,0.893130,1.077881
2018,20.180000,-0.348073,1.029158,1.087686,-0.338612,1.166145,1.049395,-0.303864,0.892004,1.077637
2019,20.190000,-0.346938,1.028775,1.087031,-0.338093,1.165876,1.049190,-0.305093,0.890936,1.077226
2020,20.200000,-0.346453,1.028546,1.086740,-0.337626,1.165614,1.048936,-0.306690,0.889980,1.077105
2021,20.210000,-0.345781,1.028204,1.086163,-0.337231,1.165384,1.048733,-0.308100,0.889065,1.076945
2022,20.220000,-0.345392,1.027919,1.085933,-0.336931,1.165171,1.048566,-0.309657,0.888060,1.076710
2023,20.230000,-0.345089,1.027567,1.085397,-0.336700,1.164964,1.048438,-0.311360,0.887151,1.076385
2024,20.240000,-0.345161,1.027328,1.085187,-0.336492,1.164703,1.048340,-0.313015,0.886206,1.075946
2025,20.250000,-0.345110,1.027080,1.084938,-0.336309,1.164507,1.048249,-0.314661,0.885283,1.075542
2026,20.260000,-0.345140,1.026873,1.084670,-0.336154,1.164284,1.048144,-0.316652,0.884558,1.075290
2027,20.270000,-0.345240,1.026695,1.084456,-0.336072,1.164089,1.048052,-0.318847,0.884185,1.075577
2028,20.280000,-0.345480,1.026507,1.084160,-0.336001,1.163969,1.047964,-0.321141,0.883739,1.075316
2029,20.290000,-0.345535,1.026341,1.083845,-0.335956,1.163840,1.047869,-0.322962,0.883301,1.075151
2030,20.300000,-0.345772,1.026154,1.083564,-0.335962,1.163734,1.047786,-0.324900,0.882833,1.075019
2031,20.310000,-0.346140,1.026069,1.083407,-0.336028,1.163667,1.047789,-0.326628,0.882455,1.074830
2032,20.320000,-0.346348,1.025972,1.083158,-0.336154,1.163605,1.047803,-0.328359,0.882087,1.074734
2033,20.330000,-0.346654,1.025771,1.083025,-0.336329,1.163580,1.047840,-0.330443,0.881801,1.074662
2034,20.340000,-0.347029,1.025643,1.082871,-0.336552,1.163568,1.047918,-0.332348,0.881533,1.074453
2035,20.350000,-0.347515,1.025583,1.082773,-0.336781,1.163572,1.047977,-0.334391,0.881409,1.074487
2036,20.360000,-0.348189,1.025643,1.082937,-0.337060,1.163563,1.048018,-0.336319,0.881138,1.074453
2037,20.370000,-0.348928,1.025611,1.082929,-0.337406,1.163564,1.048040,-0.338276,0.881100,1.074493
2038,20.380000,-0.349583,1.025491,1.082923,-0.337699,1.163528,1.048062,-0.340084,0.881000,1.074500
2039,20.390000,-0.352472,1.026219,1.083279,-0.338033,1.163484,1.048060,-0.341973,0.880911,1.074406
2040,20.400000,-0.353173,1.026139,1.083166,-0.338425,1.163390,1.048053,-0.343916,0.880670,1.074423
2041,20.410000,-0.354130,1.026080,1.083025,-0.338797,1.163313,1.048056,-0.345456,0.880569,1.074276
2042,20.420000,-0.354951,1.025986,1.082926,-0.339171,1.163199,1.048075,-0.347199,0.880454,1.074155
2043,20.430000,-0.355784,1.025884,1.082788,-0.339577,1.163049,1.048108,-0.348898,0.880340,1.074044
2044,20.440000,-0.356505,1.025790,1.082696,-0.339898,1.162922,1.048132,-0.350385,0.880092,1.073703
2045,20.450000,-0.357387,1.025641,1.082493,-0.340207,1.162754,1.048199,-0.352028,0.879947,1.073480
2046,20.460000,-0.358224,1.025528,1.082307,-0.340492,1.162616,1.048218,-0.353433,0.879846,1.073427
2047,20.470000,-0.358859,1.025376,1.082131,-0.340791,1.162479,1.048193,-0.354701,0.879609,1.073017
2048,20.480000,-0.359430,1.025235,1.081940,-0.341058,1.162322,1.048149,-0.355985,0.879485,1.072730
2049,20.490000,-0.360146,1.025111,1.081678,-0.341306,1.162173,1.048100,-0.357123,0.879266,1.072388
2050,20.500000,-0.360613,1.024949,1.081509,-0.341577,1.161983,1.048034,-0.358080,0.879094,1.072251
2051,20.510000,-0.361028,1.024804,1.081363,-0.341830,1.161811,1.048017,-0.358751,0.878993,1.072043
2052,20.520000,-0.361398,1.024683,1.081250,-0.342011,1.161658,1.047990,-0.359309,0.878788,1.071740
2053,20.530000,-0.361781,1.024533,1.081151,-0.342271,1.161536,1.047993,-0.359786,0.878635,1.071469
2054,20.540000,-0.362043,1.024398,1.081077,-0.342498,1.161410,1.047996,-0.360183,0.878500,1.071230
2055,20.550000,-0.362315,1.024267,1.081003,-0.342716,1.161276,1.047915,-0.360473,0.878347,1.071033
2056,20.560000,-0.362478,1.024137,1.080935,-0.342963,1.161179,1.047949,-0.360643,0.878218,1.070902
2057,20.570000,-0.362614,1.023998,1.080899,-0.343224,1.161040,1.047933,-0.360713,0.878054,1.070741
2058,20.580000,-0.362924,1.023889,1.080801,-0.343411,1.160956,1.047885,-0.360653,0.877947,1.070621
2059,20.590000,-0.363144,1.023773,1.080720,-0.343654,1.160890,1.047944,-0.360495,0.877848,1.070554
2060,20.600000,-0.363176,1.023692,1.080727,-0.343847,1.160847,1.047967,-0.360271,0.877784,1.070524
2061,20.610000,-0.362931,1.023612,1.080764,-0.344074,1.160801,1.047999,-0.359875,0.877687,1.070505
2062,20.620000,-0.362904,1.023571,1.080812,-0.344296,1.160774,1.048028,-0.359393,0.877644,1.070533
2063,20.630000,-0.362828,1.023483,1.080856,-0.344556,1.160760,1.048085,-0.358788,0.877573,1.070625
2064,20.640000,-0.362489,1.023340,1.080885,-0.344771,1.160748,1.048142,-0.358013,0.877534,1.070795
2065,20.650000,-0.362156,1.023328,1.081055,-0.344928,1.160727,1.048174,-0.357238,0.877532,1.071016
2066,20.660000,-0.361802,1.023286,1.081232,-0.345090,1.160758,1.048248,-0.356407,0.877574,1.071325
2067,20.670000,-0.361447,1.023294,1.081405,-0.345284,1.160784,1.048318,-0.355357,0.877557,1.071529
2068,20.680000,-0.361167,1.023327,1.081617,-0.345451,1.160842,1.048394,-0.353985,0.877596,1.071856
2069,20.690000,-0.360783,1.023336,1.081879,-0.345653,1.160907,1.048475,-0.352911,0.877684,1.072321
2070,20.700000,-0.360546,1.023405,1.082151,-0.345900,1.160975,1.048569,-0.351701,0.877809,1.072706
2071,20.710000,-0.360261,1.023488,1.082513,-0.346128,1.161075,1.048659,-0.350385,0.877856,1.073088
2072,20.720000,-0.359949,1.023596,1.082905,-0.346324,1.161156,1.048757,-0.349192,0.877988,1.073615
2073,20.730000,-0.359821,1.023688,1.083277,-0.346558,1.161252,1.048891,-0.348045,0.878193,1.074188
2074,20.740000,-0.359721,1.023858,1.083675,-0.346795,1.161342,1.048998,-0.346719,0.878361,1.074578
2075,20.750000,-0.359469,1.024001,1.084125,-0.347146,1.161494,1.049199,-0.345338,0.878507,1.074962
2076,20.760000,-0.359246,1.024146,1.084516,-0.347546,1.161641,1.049372,-0.344209,0.878709,1.075531
2077,20.770000,-0.359192,1.024333,1.084915,-0.347968,1.161821,1.049576,-0.343272,0.878976,1.076050
2078,20.780000,-0.359140,1.024510,1.085275,-0.348442,1.161991,1.049716,-0.342333,0.879204,1.076587
2079,20.790000,-0.359230,1.024713,1.085687,-0.348944,1.162192,1.049920,-0.341559,0.879491,1.077151
2080,20.800000,-0.359472,1.024916,1.086140,-0.349629,1.162360,1.050120,-0.340695,0.879907,1.077908
2081,20.810000,-0.359736,1.025110,1.086610,-0.350604,1.162512,1.050355,-0.338853,0.880256,1.078523
2082,20.820000,-0.359958,1.025321,1.087046,-0.351704,1.162631,1.050593,-0.337120,0.880692,1.079045
2083,20.830000,-0.360114,1.025508,1.087514,-0.352834,1.162802,1.050781,-0.335018,0.881002,1.079436
2084,20.840000,-0.360076,1.025706,1.087901,-0.353951,1.162975,1.050939,-0.333177,0.881394,1.080030
2085,20.850000,-0.360029,1.025925,1.088241,-0.354925,1.163206,1.051141,-0.331330,0.881923,1.080797
2086,20.860000,-0.359748,1.026101,1.088553,-0.355669,1.163390,1.051261,-0.329521,0.882515,1.081599
2087,20.870000,-0.359393,1.026387,1.088975,-0.356440,1.163580,1.051372,-0.328270,0.883174,1.082174
2088,20.880000,-0.359134,1.026627,1.089317,-0.357141,1.163780,1.051455,-0.325458,0.883755,1.082840
2089,20.890000,-0.358839,1.026899,1.089655,-0.357627,1.163975,1.051552,-0.322942,0.884439,1.083562
2090,20.900000,-0.358461,1.027128,1.089953,-0.358003,1.164155,1.051619,-0.320893,0.885146,1.084152
2091,20.910000,-0.358121,1.027362,1.090338,-0.358240,1.164322,1.051645,-0.318431,0.885978,1.084743
2092,20.920000,-0.357577,1.027572,1.090734,-0.358410,1.164461,1.051687,-0.316389,0.886846,1.085480
2093,20.930000,-0.357193,1.027814,1.091040,-0.358467,1.164588,1.051729,-0.313620,0.887710,1.086120
2094,20.940000,-0.356740,1.028027,1.091401,-0.358547,1.164700,1.051800,-0.310818,0.888675,1.086580
2095,20.950000,-0.356340,1.028193,1.091722,-0.358607,1.164799,1.051896,-0.308544,0.889781,1.087130
2096,20.960000,-0.355844,1.028342,1.092093,-0.358671,1.164888,1.052037,-0.305604,0.890789,1.087679
2097,20.970000,-0.355673,1.028518,1.092422,-0.358808,1.165021,1.052149,-0.303016,0.892003,1.088082
2098,20.980000,-0.355631,1.028710,1.092750,-0.359042,1.165126,1.052309,-0.300457,0.893184,1.088628
2099,20.990000,-0.355603,1.028900,1.093033,-0.359281,1.165292,1.052429,-0.297867,0.894483,1.088930
2100,21.000000,-0.355665,1.029077,1.093342,-0.359621,1.165435,1.052558,-0.295514,0.895827,1.089406
2101,21.010000,-0.356018,1.029356,1.093685,-0.359962,1.165564,1.052646,-0.293232,0.897304,1.089866
2102,21.020000,-0.356290,1.029566,1.094019,-0.360403,1.165703,1.052734,-0.290813,0.898779,1.090478
2103,21.030000,-0.356680,1.029829,1.094301,-0.360928,1.165844,1.052812,-0.288520,0.900453,1.090979
2104,21.040000,-0.357038,1.030043,1.094587,-0.361453,1.166010,1.052912,-0.286446,0.902056,1.091513
2105,21.050000,-0.357404,1.030235,1.094811,-0.361969,1.166098,1.052996,-0.284553,0.903774,1.091984
2106,21.060000,-0.357746,1.030443,1.095055,-0.362551,1.166282,1.053169,-0.282205,0.905465,1.092509
2107,21.070000,-0.358027,1.030637,1.095273,-0.363130,1.166447,1.053289,-0.280197,0.907272,1.092988
