Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
3643,36.430000,-0.365077,1.011743,1.084816,-0.351808,1.150344,1.055534,-0.344170,0.867657,1.074385
3644,36.440000,-0.364379,1.011593,1.085089,-0.351710,1.150372,1.055671,-0.342689,0.867754,1.074829
3645,36.450000,-0.364845,1.012011,1.085286,-0.351508,1.150346,1.055790,-0.341025,0.867908,1.075206
3646,36.460000,-0.364298,1.012019,1.085667,-0.351387,1.150379,1.055955,-0.339738,0.868056,1.075657
3647,36.470000,-0.362178,1.011644,1.086243,-0.351243,1.150417,1.056170,-0.338534,0.868228,1.076126
3648,36.480000,-0.362031,1.011847,1.086690,-0.351147,1.150538,1.056389,-0.337313,0.868438,1.076661
3649,36.490000,-0.361690,1.011930,1.087036,-0.351100,1.150647,1.056625,-0.336194,0.868657,1.077145
3650,36.500000,-0.361405,1.012043,1.087357,-0.351065,1.150757,1.056911,-0.335265,0.868862,1.077621
3651,36.510000,-0.361133,1.012182,1.087685,-0.351149,1.150898,1.057099,-0.334244,0.869074,1.078131
3652,36.520000,-0.360905,1.012326,1.088024,-0.351240,1.151039,1.057278,-0.333117,0.869343,1.078716
3653,36.530000,-0.361697,1.012795,1.088308,-0.351375,1.151146,1.057472,-0.331790,0.869660,1.079319
3654,36.540000,-0.361361,1.012957,1.088662,-0.351788,1.151318,1.057657,-0.329872,0.870097,1.080004
3655,36.550000,-0.360856,1.013104,1.089062,-0.352156,1.151465,1.057782,-0.328082,0.870515,1.080668
3656,36.560000,-0.359071,1.013164,1.089811,-0.352554,1.151635,1.057891,-0.326224,0.870986,1.081399
3657,36.570000,-0.358479,1.013228,1.090075,-0.352843,1.151813,1.058020,-0.324446,0.871447,1.082133
3658,36.580000,-0.358183,1.013518,1.090516,-0.352979,1.152026,1.058183,-0.322630,0.871976,1.082826
3659,36.590000,-0.357739,1.013753,1.090883,-0.353055,1.152209,1.058380,-0.320793,0.872422,1.083385
3660,36.600000,-0.357188,1.013978,1.091274,-0.353067,1.152427,1.058591,-0.318973,0.872942,1.084030
3661,36.610000,-0.357361,1.014416,1.091527,-0.353062,1.152599,1.058782,-0.316981,0.873476,1.084754
3662,36.620000,-0.355229,1.014453,1.092239,-0.352959,1.152816,1.059032,-0.315086,0.874089,1.085419
3663,36.630000,-0.354597,1.014703,1.092671,-0.352880,1.153008,1.059277,-0.312966,0.874711,1.086114
3664,36.640000,-0.353906,1.014912,1.093082,-0.352637,1.153175,1.059538,-0.310852,0.875311,1.086752
3665,36.650000,-0.353314,1.015167,1.093546,-0.352357,1.153351,1.059830,-0.308717,0.875922,1.087392
3666,36.660000,-0.353354,1.015617,1.093875,-0.351976,1.153526,1.060138,-0.306500,0.876673,1.087966
3667,36.670000,-0.351127,1.015622,1.094532,-0.351523,1.153741,1.060398,-0.304280,0.877408,1.088641
3668,36.680000,-0.350302,1.015843,1.094869,-0.351020,1.153988,1.060635,-0.301983,0.878123,1.089343
3669,36.690000,-0.349513,1.016110,1.095152,-0.350386,1.154220,1.060870,-0.299888,0.878964,1.090031
3670,36.700000,-0.348732,1.016441,1.095499,-0.349698,1.154499,1.061062,-0.297632,0.879847,1.090633
3671,36.710000,-0.347900,1.016752,1.095856,-0.348963,1.154795,1.061230,-0.295555,0.880693,1.091229
3672,36.720000,-0.346294,1.017096,1.096462,-0.348239,1.155102,1.061375,-0.293372,0.881531,1.091832
3673,36.730000,-0.345322,1.017476,1.096787,-0.347550,1.155422,1.061499,-0.291372,0.882401,1.092320
3674,36.740000,-0.344501,1.017874,1.097007,-0.346634,1.155776,1.061641,-0.289224,0.883251,1.092911
3675,36.750000,-0.343594,1.018307,1.097250,-0.345685,1.156170,1.061838,-0.287310,0.884099,1.093354
3676,36.760000,-0.343599,1.019070,1.097498,-0.344814,1.156574,1.061982,-0.285350,0.885013,1.093858
3677,36.770000,-0.340821,1.019274,1.098107,-0.343813,1.156984,1.062065,-0.283566,0.885831,1.094380
3678,36.780000,-0.340073,1.019925,1.098394,-0.342766,1.157505,1.062105,-0.281715,0.886675,1.094815
3679,36.790000,-0.338965,1.020487,1.098623,-0.341725,1.158024,1.062219,-0.279812,0.887529,1.095270
3680,36.800000,-0.338052,1.021151,1.098970,-0.340685,1.158551,1.062316,-0.278339,0.888296,1.095696
3681,36.810000,-0.336207,1.021692,1.099471,-0.339831,1.158994,1.062358,-0.276757,0.889074,1.096175
3682,36.820000,-0.335141,1.022283,1.099706,-0.338902,1.159514,1.062366,-0.275273,0.889870,1.096577
3683,36.830000,-0.334175,1.022820,1.099950,-0.337974,1.160060,1.062465,-0.273863,0.890580,1.096895
3684,36.840000,-0.333135,1.023384,1.100139,-0.336852,1.160571,1.062519,-0.272452,0.891283,1.097367
3685,36.850000,-0.332071,1.023963,1.100319,-0.335854,1.161046,1.062569,-0.271311,0.891846,1.097734
3686,36.860000,-0.330294,1.024511,1.100791,-0.334944,1.161561,1.062587,-0.270140,0.892463,1.098196
3687,36.870000,-0.329486,1.025185,1.101074,-0.334034,1.162075,1.062634,-0.268973,0.893012,1.098551
3688,36.880000,-0.328635,1.025776,1.101303,-0.332954,1.162567,1.062661,-0.267832,0.893546,1.098890
3689,36.890000,-0.327625,1.026335,1.101456,-0.331683,1.163026,1.062647,-0.266860,0.894056,1.099193
3690,36.900000,-0.326303,1.026817,1.101718,-0.330568,1.163523,1.062620,-0.265884,0.894483,1.099398
3691,36.910000,-0.324876,1.027345,1.102017,-0.329581,1.163976,1.062601,-0.264916,0.894916,1.099620
3692,36.920000,-0.323823,1.027829,1.102113,-0.328601,1.164459,1.062569,-0.264029,0.895298,1.099830
3693,36.930000,-0.322878,1.028276,1.102136,-0.327595,1.164845,1.062536,-0.263215,0.895657,1.099995
3694,36.940000,-0.322006,1.028726,1.102213,-0.326428,1.165228,1.062451,-0.262556,0.896023,1.100103
3695,36.950000,-0.321110,1.029109,1.102235,-0.325405,1.165592,1.062333,-0.261992,0.896279,1.100191
3696,36.960000,-0.319886,1.029549,1.102404,-0.324433,1.165963,1.062244,-0.261417,0.896501,1.100219
3697,36.970000,-0.318924,1.029907,1.102321,-0.323472,1.166270,1.062139,-0.260852,0.896669,1.100198
3698,36.980000,-0.317800,1.030163,1.102288,-0.322610,1.166535,1.061991,-0.260388,0.896802,1.100150
3699,36.990000,-0.317124,1.030463,1.102188,-0.321622,1.166818,1.061826,-0.259977,0.896922,1.100039
3700,37.000000,-0.316464,1.030712,1.102088,-0.320644,1.167062,1.061690,-0.259645,0.897038,1.099945
3701,37.010000,-0.315861,1.030957,1.101968,-0.319874,1.167291,1.061504,-0.259382,0.897088,1.099766
3702,37.020000,-0.315336,1.031309,1.101819,-0.318992,1.167532,1.061303,-0.259234,0.897137,1.099605
3703,37.030000,-0.314759,1.031520,1.101626,-0.318178,1.167757,1.061097,-0.259093,0.897183,1.099407
3704,37.040000,-0.314072,1.031730,1.101518,-0.317458,1.167928,1.060850,-0.259025,0.897193,1.099215
3705,37.050000,-0.313534,1.031881,1.101561,-0.315799,1.167383,1.060518,-0.258983,0.897156,1.098995
3706,37.060000,-0.312099,1.031824,1.100819,-0.315011,1.168037,1.060273,-0.259061,0.897099,1.098758
3707,37.070000,-0.311861,1.032106,1.100710,-0.314417,1.168331,1.060170,-0.259156,0.897017,1.098535
3708,37.080000,-0.311480,1.032182,1.100511,-0.313826,1.168470,1.060109,-0.259370,0.896919,1.098287
3709,37.090000,-0.311143,1.032272,1.100331,-0.313011,1.168510,1.059956,-0.259580,0.896806,1.098054
3710,37.100000,-0.310963,1.032306,1.100140,-0.312435,1.168570,1.059837,-0.259941,0.896623,1.097783
3711,37.110000,-0.310846,1.032270,1.099898,-0.312042,1.168702,1.059718,-0.260327,0.896448,1.097514
3712,37.120000,-0.310704,1.032270,1.099720,-0.311409,1.168647,1.059541,-0.260794,0.896269,1.097240
3713,37.130000,-0.310691,1.032252,1.099535,-0.311000,1.168648,1.059418,-0.261290,0.895975,1.096972
3714,37.140000,-0.310783,1.032216,1.099385,-0.310674,1.168624,1.059280,-0.261957,0.895685,1.096640
3715,37.150000,-0.310997,1.032173,1.099247,-0.310381,1.168576,1.059165,-0.262734,0.895402,1.096324
3716,37.160000,-0.311061,1.032078,1.098997,-0.310283,1.168570,1.058996,-0.263439,0.895127,1.096059
3717,37.170000,-0.311538,1.032022,1.098782,-0.310012,1.168497,1.058826,-0.264257,0.894838,1.095865
3718,37.180000,-0.311748,1.031894,1.098575,-0.309861,1.168431,1.058641,-0.265028,0.894554,1.095565
3719,37.190000,-0.312035,1.031833,1.098392,-0.309714,1.168323,1.058439,-0.265952,0.894283,1.095279
3720,37.200000,-0.312175,1.031617,1.098077,-0.309662,1.168207,1.058284,-0.267057,0.893945,1.094989
3721,37.210000,-0.312862,1.031511,1.097829,-0.309721,1.168049,1.058170,-0.268084,0.893618,1.094705
3722,37.220000,-0.313378,1.031368,1.097603,-0.309738,1.167896,1.057976,-0.269085,0.893310,1.094382
3723,37.230000,-0.313976,1.031172,1.097395,-0.309948,1.167730,1.057874,-0.270160,0.892959,1.094038
3724,37.240000,-0.314634,1.030933,1.097151,-0.310173,1.167572,1.057800,-0.271336,0.892590,1.093771
3725,37.250000,-0.315038,1.030689,1.096809,-0.310635,1.167459,1.057812,-0.272576,0.892187,1.093530
3726,37.260000,-0.317365,1.029977,1.096471,-0.311599,1.166629,1.057361,-0.275499,0.891183,1.092888
3727,37.270000,-0.317896,1.029830,1.096422,-0.311863,1.166480,1.057277,-0.276234,0.890985,1.092749
3728,37.280000,-0.317796,1.029895,1.096412,-0.311888,1.166594,1.057397,-0.276096,0.891050,1.092759
3729,37.290000,-0.318864,1.029610,1.096153,-0.312376,1.166287,1.057355,-0.277272,0.890572,1.092412
3730,37.300000,-0.319966,1.029215,1.095971,-0.312983,1.165957,1.057290,-0.278520,0.890088,1.092145
3731,37.310000,-0.321093,1.028825,1.095729,-0.313649,1.165638,1.057292,-0.279894,0.889608,1.091849
3732,37.320000,-0.321917,1.028489,1.095538,-0.314413,1.165301,1.057307,-0.281211,0.889156,1.091572
3733,37.330000,-0.322773,1.028141,1.095356,-0.315145,1.164989,1.057267,-0.282499,0.888708,1.091352
3734,37.340000,-0.323770,1.027815,1.095197,-0.316175,1.164634,1.057197,-0.283973,0.888197,1.091082
3735,37.350000,-0.324887,1.027222,1.094774,-0.317107,1.164298,1.057129,-0.285288,0.887611,1.090786
3736,37.360000,-0.326070,1.026851,1.094500,-0.318110,1.163878,1.057096,-0.286754,0.886992,1.090547
3737,37.370000,-0.327210,1.026397,1.094173,-0.319325,1.163388,1.057059,-0.288345,0.886324,1.090183
3738,37.380000,-0.328230,1.025853,1.093939,-0.320577,1.162898,1.057030,-0.289825,0.885675,1.089794
3739,37.390000,-0.328969,1.025167,1.093505,-0.321802,1.162476,1.056922,-0.291310,0.884968,1.089348
3740,37.400000,-0.330318,1.024595,1.093026,-0.322908,1.161975,1.056849,-0.292911,0.884211,1.088914
3741,37.410000,-0.331544,1.024022,1.092567,-0.324035,1.161487,1.056712,-0.294443,0.883466,1.088529
3742,37.420000,-0.332342,1.023394,1.092222,-0.325207,1.160999,1.056558,-0.295838,0.882765,1.088184
3743,37.430000,-0.333176,1.022885,1.091986,-0.326331,1.160515,1.056455,-0.297297,0.882075,1.087767
3744,37.440000,-0.333929,1.022328,1.091720,-0.327311,1.159970,1.056271,-0.298487,0.881343,1.087356
3745,37.450000,-0.335538,1.021940,1.091128,-0.328358,1.159437,1.056224,-0.299637,0.880667,1.086968
3746,37.460000,-0.335858,1.021231,1.090883,-0.329485,1.158914,1.056102,-0.300916,0.880014,1.086501
3747,37.470000,-0.336668,1.020641,1.090642,-0.330664,1.158430,1.056012,-0.302007,0.879327,1.086187
3748,37.480000,-0.337258,1.019964,1.090397,-0.331702,1.157872,1.055921,-0.303001,0.878692,1.085741
3749,37.490000,-0.338033,1.019473,1.090151,-0.332863,1.157415,1.055891,-0.304104,0.878059,1.085348
3750,37.500000,-0.338778,1.018970,1.089857,-0.333920,1.157004,1.055791,-0.305127,0.877463,1.084891
3751,37.510000,-0.340727,1.018678,1.089247,-0.335159,1.156614,1.055537,-0.306150,0.877021,1.084499
3752,37.520000,-0.341189,1.018178,1.089026,-0.336139,1.156302,1.055328,-0.307148,0.876642,1.084212
3753,37.530000,-0.342199,1.017946,1.088804,-0.337196,1.156016,1.055106,-0.308289,0.876332,1.083781
3754,37.540000,-0.343149,1.017721,1.088470,-0.338364,1.155768,1.054843,-0.309298,0.876074,1.083431
3755,37.550000,-0.344010,1.017521,1.088142,-0.339374,1.155592,1.054467,-0.310319,0.875858,1.083025
3756,37.560000,-0.345923,1.017515,1.087415,-0.340222,1.155488,1.054178,-0.311341,0.875732,1.082670
3757,37.570000,-0.346340,1.017276,1.087047,-0.341025,1.155436,1.053920,-0.312420,0.875629,1.082256
3758,37.580000,-0.347158,1.017292,1.086648,-0.341782,1.155469,1.053591,-0.313351,0.875651,1.081868
3759,37.590000,-0.347805,1.017347,1.086293,-0.342662,1.155579,1.053272,-0.314149,0.875692,1.081427
3760,37.600000,-0.348327,1.017469,1.085954,-0.343289,1.155725,1.052955,-0.314954,0.875817,1.081059
3761,37.610000,-0.349894,1.017793,1.085379,-0.343855,1.155871,1.052572,-0.315732,0.875966,1.080710
3762,37.620000,-0.350394,1.017966,1.085069,-0.344259,1.156003,1.052255,-0.316450,0.876150,1.080393
3763,37.630000,-0.350880,1.018140,1.084750,-0.344673,1.156147,1.051849,-0.317043,0.876322,1.080071
3764,37.640000,-0.350749,1.018002,1.084380,-0.345145,1.156279,1.051518,-0.317675,0.876433,1.079775
3765,37.650000,-0.351083,1.018070,1.084084,-0.345601,1.156350,1.051218,-0.318241,0.876481,1.079511
3766,37.660000,-0.351517,1.018052,1.083833,-0.346000,1.156348,1.050874,-0.318800,0.876456,1.079233
3767,37.670000,-0.352008,1.018020,1.083607,-0.346287,1.156278,1.050519,-0.319087,0.876299,1.079109
3768,37.680000,-0.352170,1.017870,1.083289,-0.346591,1.156141,1.050249,-0.319210,0.875937,1.078385
3769,37.690000,-0.353644,1.017952,1.082857,-0.346993,1.155980,1.050029,-0.319485,0.875737,1.078108
3770,37.700000,-0.353885,1.017742,1.082524,-0.347193,1.155790,1.049767,-0.319796,0.875543,1.077791
3771,37.710000,-0.354105,1.017561,1.082235,-0.347485,1.155619,1.049570,-0.320078,0.875350,1.077456
3772,37.720000,-0.354255,1.017403,1.081954,-0.347669,1.155468,1.049290,-0.320236,0.875199,1.077074
3773,37.730000,-0.354300,1.017221,1.081672,-0.348044,1.155369,1.049117,-0.320305,0.875066,1.076713
3774,37.740000,-0.353723,1.016806,1.081375,-0.348280,1.155230,1.048813,-0.320291,0.874915,1.076264
3775,37.750000,-0.353754,1.016618,1.081135,-0.348425,1.155037,1.048609,-0.320221,0.874698,1.075857
3776,37.760000,-0.353692,1.016392,1.080848,-0.348576,1.154815,1.048422,-0.320186,0.874484,1.075469
3777,37.770000,-0.353686,1.016120,1.080601,-0.348773,1.154549,1.048232,-0.320046,0.874181,1.075063
3778,37.780000,-0.353690,1.015859,1.080383,-0.348812,1.154251,1.047997,-0.319996,0.873847,1.074659
3779,37.790000,-0.353705,1.015555,1.080174,-0.348917,1.153987,1.047870,-0.319984,0.873562,1.074281
3780,37.800000,-0.353703,1.015285,1.079994,-0.348950,1.153693,1.047685,-0.319923,0.873232,1.073875
3781,37.810000,-0.353469,1.014827,1.079671,-0.349048,1.153432,1.047583,-0.319956,0.872976,1.073501
3782,37.820000,-0.353595,1.014610,1.079522,-0.349081,1.153146,1.047461,-0.320025,0.872734,1.073151
3783,37.830000,-0.353605,1.014368,1.079355,-0.349110,1.152846,1.047303,-0.320106,0.872471,1.072803
3784,37.840000,-0.353642,1.014129,1.079199,-0.349270,1.152611,1.047240,-0.320161,0.872237,1.072510
3785,37.850000,-0.353670,1.013914,1.079020,-0.349372,1.152422,1.047175,-0.320234,0.872028,1.072246
3786,37.860000,-0.353720,1.013746,1.078900,-0.349500,1.152200,1.047120,-0.320255,0.871868,1.072008
3787,37.870000,-0.353434,1.013415,1.078606,-0.349608,1.152035,1.047107,-0.320203,0.871699,1.071774
3788,37.880000,-0.353447,1.013274,1.078499,-0.349721,1.151914,1.047104,-0.320161,0.871584,1.071557
3789,37.890000,-0.353416,1.013131,1.078384,-0.349816,1.151800,1.047070,-0.320079,0.871459,1.071324
3790,37.900000,-0.353405,1.013028,1.078337,-0.349904,1.151727,1.047076,-0.319998,0.871356,1.071113
3791,37.910000,-0.353417,1.012937,1.078247,-0.349979,1.151669,1.047133,-0.319892,0.871303,1.070905
3792,37.920000,-0.353342,1.012847,1.078143,-0.350011,1.151614,1.047114,-0.319820,0.871233,1.070663
3793,37.930000,-0.353406,1.012803,1.078116,-0.350093,1.151578,1.047163,-0.319693,0.871161,1.070431
3794,37.940000,-0.353387,1.012727,1.078040,-0.350106,1.151488,1.047114,-0.319622,0.871108,1.070168
3795,37.950000,-0.353346,1.012597,1.077934,-0.350196,1.151428,1.047145,-0.319472,0.871023,1.069947
3796,37.960000,-0.353341,1.012494,1.077857,-0.350198,1.151330,1.047154,-0.319293,0.870888,1.069699
3797,37.970000,-0.353310,1.012400,1.077782,-0.350275,1.151254,1.047130,-0.319153,0.870782,1.069474
3798,37.980000,-0.353200,1.012241,1.077644,-0.350327,1.151125,1.047139,-0.318979,0.870682,1.069248
3799,37.990000,-0.353115,1.012119,1.077510,-0.350393,1.151049,1.047142,-0.318762,0.870617,1.068985
3800,38.000000,-0.353033,1.011982,1.077333,-0.350339,1.150942,1.047090,-0.318627,0.870524,1.068690
3801,38.010000,-0.353954,1.012054,1.076962,-0.350279,1.150867,1.047049,-0.318476,0.870407,1.068378
3802,38.020000,-0.353790,1.011914,1.076763,-0.350045,1.150765,1.046992,-0.318335,0.870302,1.068049
3803,38.030000,-0.353656,1.011837,1.076552,-0.350101,1.150763,1.046916,-0.318112,0.870210,1.067657
3804,38.040000,-0.353494,1.011792,1.076346,-0.349941,1.150706,1.046809,-0.317895,0.870139,1.067289
3805,38.050000,-0.353346,1.011730,1.076111,-0.349788,1.150668,1.046698,-0.317646,0.870131,1.066922
3806,38.060000,-0.353164,1.011685,1.075936,-0.349588,1.150605,1.046568,-0.317450,0.870136,1.066546
3807,38.070000,-0.352901,1.011668,1.075721,-0.349471,1.150634,1.046543,-0.317245,0.870161,1.066319
3808,38.080000,-0.352240,1.011485,1.075440,-0.349122,1.150517,1.046361,-0.316985,0.870128,1.066031
3809,38.090000,-0.352002,1.011489,1.075246,-0.348960,1.150503,1.046242,-0.316758,0.870102,1.065728
3810,38.100000,-0.351821,1.011473,1.075069,-0.348917,1.150568,1.046170,-0.316488,0.870042,1.065405
3811,38.110000,-0.351604,1.011448,1.074868,-0.348569,1.150500,1.045969,-0.316258,0.870019,1.065023
3812,38.120000,-0.351427,1.011446,1.074698,-0.348406,1.150515,1.045791,-0.316024,0.870026,1.064728
3813,38.130000,-0.351207,1.011472,1.074503,-0.348216,1.150527,1.045650,-0.315721,0.870033,1.064329
3814,38.140000,-0.351000,1.011461,1.074302,-0.348179,1.150617,1.045555,-0.315462,0.870093,1.063987
3815,38.150000,-0.350995,1.011515,1.074011,-0.347901,1.150567,1.045367,-0.315226,0.870103,1.063717
3816,38.160000,-0.350548,1.011469,1.073902,-0.347872,1.150638,1.045206,-0.315011,0.870156,1.063439
3817,38.170000,-0.350366,1.011470,1.073718,-0.347667,1.150631,1.045015,-0.314775,0.870199,1.063222
3818,38.180000,-0.350210,1.011459,1.073588,-0.347492,1.150598,1.044862,-0.314563,0.870222,1.063042
3819,38.190000,-0.350031,1.011468,1.073430,-0.347383,1.150539,1.044728,-0.314286,0.870245,1.062832
3820,38.200000,-0.350017,1.011463,1.073174,-0.347221,1.150478,1.044573,-0.313961,0.870240,1.062666
3821,38.210000,-0.349901,1.011449,1.073044,-0.346491,1.150049,1.044547,-0.313672,0.870251,1.062480
3822,38.220000,-0.349570,1.011409,1.073008,-0.347195,1.150428,1.044367,-0.313396,0.870289,1.062318
3823,38.230000,-0.349542,1.011435,1.072802,-0.347296,1.150527,1.044301,-0.313105,0.870300,1.062164
3824,38.240000,-0.349340,1.011477,1.072734,-0.347196,1.150545,1.044217,-0.312763,0.870384,1.061958
3825,38.250000,-0.349111,1.011530,1.072688,-0.347166,1.150611,1.044203,-0.312459,0.870488,1.061846
3826,38.260000,-0.348866,1.011579,1.072632,-0.347086,1.150693,1.044201,-0.312137,0.870529,1.061671
3827,38.270000,-0.347735,1.011596,1.072725,-0.346945,1.150754,1.044181,-0.311890,0.870672,1.061482
3828,38.280000,-0.347597,1.011725,1.072750,-0.346871,1.150938,1.044230,-0.311668,0.870765,1.061290
3829,38.290000,-0.347361,1.011846,1.072708,-0.346718,1.151044,1.044215,-0.311513,0.870867,1.061051
3830,38.300000,-0.347133,1.011970,1.072567,-0.346539,1.151158,1.044182,-0.311390,0.870991,1.060891
3831,38.310000,-0.346749,1.011966,1.072420,-0.346350,1.151337,1.044166,-0.311286,0.871108,1.060718
3832,38.320000,-0.346589,1.012105,1.072365,-0.346178,1.151466,1.044151,-0.311225,0.871220,1.060559
3833,38.330000,-0.346531,1.012214,1.072360,-0.345997,1.151564,1.044116,-0.311178,0.871290,1.060346
3834,38.340000,-0.346491,1.012373,1.072309,-0.345979,1.151678,1.044148,-0.311181,0.871354,1.060196
3835,38.350000,-0.346454,1.012404,1.072263,-0.345969,1.151744,1.044184,-0.311249,0.871395,1.060036
3836,38.360000,-0.346533,1.012413,1.072222,-0.345980,1.151755,1.044187,-0.311357,0.871395,1.059914
3837,38.370000,-0.346815,1.012517,1.072276,-0.346047,1.151721,1.044203,-0.311512,0.871409,1.059819
3838,38.380000,-0.347031,1.012505,1.072239,-0.345750,1.151435,1.044325,-0.311720,0.871377,1.059714
3839,38.390000,-0.347617,1.012464,1.072081,-0.345937,1.151387,1.044352,-0.312001,0.871339,1.059600
3840,38.400000,-0.347934,1.012389,1.072055,-0.346127,1.151364,1.044360,-0.312309,0.871305,1.059515
3841,38.410000,-0.348264,1.012331,1.071967,-0.346267,1.151345,1.044357,-0.312713,0.871262,1.059419
3842,38.420000,-0.348881,1.012308,1.071836,-0.346493,1.151297,1.044347,-0.313102,0.871209,1.059311
3843,38.430000,-0.349170,1.012261,1.071775,-0.346687,1.151265,1.044372,-0.313473,0.871153,1.059191
3844,38.440000,-0.349383,1.012206,1.071698,-0.347301,1.151487,1.044331,-0.313844,0.871100,1.059033
3845,38.450000,-0.349393,1.012061,1.071524,-0.347031,1.151235,1.044384,-0.314287,0.871099,1.058949
3846,38.460000,-0.349571,1.011998,1.071454,-0.347241,1.151185,1.044419,-0.314571,0.871028,1.058842
3847,38.470000,-0.349724,1.011969,1.071368,-0.347340,1.151195,1.044449,-0.314917,0.870964,1.058676
3848,38.480000,-0.349901,1.011945,1.071309,-0.347457,1.151161,1.044440,-0.315168,0.870892,1.058475
3849,38.490000,-0.350012,1.011911,1.071247,-0.348065,1.151419,1.044456,-0.315448,0.870842,1.058322
3850,38.500000,-0.350156,1.011879,1.071225,-0.348191,1.151412,1.044479,-0.315652,0.870769,1.058183
3851,38.510000,-0.350274,1.011871,1.071180,-0.348248,1.151402,1.044481,-0.315865,0.870731,1.058105
3852,38.520000,-0.350350,1.011842,1.071143,-0.348318,1.151389,1.044474,-0.316079,0.870675,1.058024
3853,38.530000,-0.350467,1.011805,1.071135,-0.348530,1.151408,1.044560,-0.316346,0.870619,1.057953
3854,38.540000,-0.350626,1.011788,1.071115,-0.348627,1.151402,1.044560,-0.316596,0.870574,1.057924
